ttr,root_ttr,corr_ttr,log_ttr,noun_tr,verb_tr,lexical_density,foreign_tr,compound_tr
0.1264822134387351,2.0118227630781806,1.4225735183180386,0.6263314573933455,0.2529644268774703,0.0434782608695652,0.383399209486166,0.3359683794466403,0.0592885375494071
0.1666666666666666,2.041241452319315,1.4433756729740643,0.6424087238320493,0.28,0.0466666666666666,0.3733333333333333,0.3466666666666667,0.0533333333333333
0.2941176470588235,2.100420126042015,1.4852213144650117,0.6887513471002598,0.4117647058823529,0.0392156862745098,0.4705882352941176,0.1568627450980392,0.1176470588235294
0.2923076923076923,2.3566599571949607,1.6664102366833555,0.7053583649032289,0.3846153846153846,0.0461538461538461,0.4769230769230769,0.1076923076923077,0.0461538461538461
0.4782608695652174,2.2936585546278225,1.6218615177038684,0.7647583148507885,0.3043478260869565,0.1304347826086956,0.4347826086956521,0.217391304347826,0.1304347826086956
0.4878048780487805,3.123475237772121,2.208630521496931,0.8066983001120591,0.2682926829268293,0.073170731707317,0.5121951219512195,0.024390243902439,0.1219512195121951
0.4,2.5298221281347035,1.7888543819998317,0.7516072988364304,0.35,0.125,0.525,0.05,0.125
0.3529411764705882,2.5205041512504174,1.7822655773580138,0.7351220597983265,0.196078431372549,0.0588235294117647,0.3137254901960784,0.3725490196078431,0.0588235294117647
0.288135593220339,2.213211486674006,1.5649768504271495,0.694834414896847,0.2711864406779661,0.0338983050847457,0.3898305084745763,0.2542372881355932,0.0677966101694915
0.1533742331288343,1.9581511249698933,1.3846219390542782,0.6319265173934887,0.1840490797546012,0.0858895705521472,0.3128834355828221,0.3619631901840491,0.0674846625766871
0.3488372093023256,2.28747855498907,1.6174915980515765,0.7199963091043476,0.6511627906976745,0.0232558139534883,0.7209302325581395,0.0,0.0
0.3258426966292135,3.073993852018444,2.173641898087998,0.7501823611047864,0.4044943820224719,0.1123595505617977,0.6179775280898876,0.0224719101123595,0.0337078651685393
0.1951219512195122,2.498780190217697,1.7669044171975443,0.679573857835007,0.2804878048780488,0.0853658536585365,0.4878048780487805,0.0853658536585365,0.0609756097560975
0.2363636363636363,2.47900273203854,1.752919642404429,0.6931411865332249,0.3272727272727272,0.109090909090909,0.4909090909090909,0.0818181818181818,0.0545454545454545
0.358974358974359,2.24179415327122,1.585187847802434,0.7203529200616234,0.358974358974359,0.0512820512820512,0.4358974358974359,0.1538461538461538,0.1025641025641025
0.5,3.391164991562634,2.39791576165636,0.8189574032199598,0.2826086956521739,0.0652173913043478,0.5,0.0652173913043478,0.0434782608695652
0.5384615384615384,3.36269122990683,2.377781771703651,0.8310280355019536,0.3333333333333333,0.0512820512820512,0.4615384615384615,0.0256410256410256,0.0512820512820512
0.3333333333333333,2.516611478423583,1.7795130420052183,0.7282714920267325,0.3684210526315789,0.1052631578947368,0.5263157894736842,0.0350877192982456,0.0701754385964912
0.1976744186046511,2.59247569565428,1.833157144458453,0.6850634887517448,0.2325581395348837,0.1337209302325581,0.5058139534883721,0.0755813953488372,0.0813953488372093
0.3421052631578947,2.108878474699913,1.4912022701586514,0.7051240148919163,0.2105263157894736,0.0789473684210526,0.4473684210526316,0.2368421052631578,0.0526315789473684
0.2564102564102564,2.264554068289191,1.6012815380508714,0.687613607593389,0.3461538461538461,0.0256410256410256,0.4102564102564102,0.3076923076923077,0.0512820512820512
0.225563909774436,2.60132990857236,1.8394180184548976,0.6954917312619172,0.3533834586466165,0.1052631578947368,0.5413533834586466,0.0150375939849624,0.0676691729323308
