prefix_token_ratio,prefix_derived_ratio,suffix_token_ratio,suffix_derived_ratio,total_affix_token_ratio,total_affix_derived_ratio,actor_focus_ratio,object_focus_ratio,benefactive_focus_ratio,locative_focus_ratio,instrumental_focus_ratio,referential_focus_ratio,infinitive_verb_ratio,participle_verb_ratio,perfective_verb_ratio,imperfective_verb_ratio,contemplative_verb_ratio,recent_past_verb_ratio,aux_verb_ratio
0.0,0,0.0,0,0.0,0,0.003952569169960474,0.003952569169960474,0.0,0.0,0.0,0.0,0.003952569169960474,0.02766798418972332,0.02766798418972332,0.0,0.0,0.0,0.003952569169960474
0.0,0.0,0.006666666666666667,1.0,0.006666666666666667,1.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.02666666666666667,0.006666666666666667,0.0,0.0,0.006666666666666667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046153846153846156,0.0,0.0,0.046153846153846156,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.024390243902439025,1.0,0.024390243902439025,1.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.025,0.0,0.025,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.03389830508474576,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.018404907975460124,0.012269938650306749,0.0,0.0,0.0,0.0,0.0,0.049079754601226995,0.04294478527607362,0.006134969325153374,0.0,0.0,0.006134969325153374
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.0
0.0,0.0,0.011235955056179775,1.0,0.011235955056179775,1.0,0.02247191011235955,0.011235955056179775,0.0,0.0,0.0,0.0,0.011235955056179775,0.056179775280898875,0.033707865168539325,0.02247191011235955,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.012195121951219513,0.0,0.0,0.0,0.0,0.006097560975609756,0.054878048780487805,0.04878048780487805,0.006097560975609756,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.045454545454545456,0.05454545454545454,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.0,0.0
0.0,0.0,0.02564102564102564,1.0,0.02564102564102564,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.03508771929824561,0.017543859649122806,0.0,0.0,0.0
