consonant_cluster,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvcc_density,ccvccc_density
0.7075098814229249,1.9328063241106719,1.6284584980237153,1.3992094861660078,0.8774703557312253,0.5296442687747036,0.3438735177865613,0.11462450592885376,0.023715415019762844
0.6733333333333333,1.94,1.56,1.4666666666666666,0.88,0.52,0.31333333333333335,0.12666666666666668,0.006666666666666667
0.6666666666666666,2.215686274509804,1.7843137254901962,1.7450980392156863,0.9803921568627451,0.6078431372549019,0.43137254901960786,0.09803921568627451,0.0392156862745098
0.7076923076923077,2.1538461538461537,1.8,1.523076923076923,0.8615384615384616,0.5230769230769231,0.36923076923076925,0.09230769230769231,0.0
0.8695652173913043,1.9565217391304348,1.434782608695652,1.608695652173913,0.8260869565217391,0.5652173913043478,0.30434782608695654,0.13043478260869565,0.0
0.6097560975609756,1.9268292682926829,1.6585365853658536,1.3902439024390243,0.8780487804878049,0.4878048780487805,0.34146341463414637,0.07317073170731707,0.0
0.725,2.2,1.9,1.775,1.0,0.5,0.25,0.05,0.0
0.6666666666666666,1.803921568627451,1.4901960784313726,1.411764705882353,0.8627450980392157,0.5490196078431373,0.39215686274509803,0.09803921568627451,0.0
0.7627118644067796,1.9322033898305084,1.6271186440677967,1.4067796610169492,0.847457627118644,0.6101694915254238,0.3728813559322034,0.13559322033898305,0.01694915254237288
0.7423312883435583,1.9079754601226995,1.5705521472392638,1.3312883435582823,0.7852760736196319,0.5398773006134969,0.32515337423312884,0.07975460122699386,0.006134969325153374
0.6511627906976745,2.5348837209302326,2.0232558139534884,1.930232558139535,1.0930232558139534,0.4418604651162791,0.27906976744186046,0.06976744186046512,0.0
0.43820224719101125,2.1797752808988764,1.9887640449438202,1.6853932584269662,1.0224719101123596,0.34831460674157305,0.2808988764044944,0.011235955056179775,0.0
0.6036585365853658,1.8658536585365855,1.646341463414634,1.4024390243902438,0.8902439024390244,0.4817073170731707,0.3780487804878049,0.06097560975609756,0.012195121951219513
0.7090909090909091,2.0727272727272728,1.7818181818181817,1.5545454545454545,0.9090909090909091,0.5272727272727272,0.33636363636363636,0.09090909090909091,0.00909090909090909
0.6923076923076923,2.076923076923077,1.7435897435897436,1.5384615384615385,0.9487179487179487,0.46153846153846156,0.3076923076923077,0.05128205128205128,0.0
0.5217391304347826,1.9130434782608696,1.6521739130434783,1.326086956521739,0.7608695652173914,0.32608695652173914,0.2391304347826087,0.043478260869565216,0.0
0.48717948717948717,2.0,1.8974358974358974,1.3846153846153846,0.8717948717948718,0.38461538461538464,0.358974358974359,0.02564102564102564,0.02564102564102564
0.7543859649122807,2.0350877192982457,1.6140350877192982,1.6666666666666667,0.9298245614035088,0.6140350877192983,0.38596491228070173,0.07017543859649122,0.0
0.5988372093023255,2.203488372093023,1.8604651162790697,1.5813953488372092,0.9186046511627907,0.47093023255813954,0.3488372093023256,0.040697674418604654,0.005813953488372093
0.4473684210526316,2.210526315789474,1.868421052631579,1.5526315789473684,0.9210526315789473,0.34210526315789475,0.3157894736842105,0.10526315789473684,0.05263157894736842
0.6666666666666666,1.9102564102564104,1.5897435897435896,1.4487179487179487,0.9358974358974359,0.5256410256410257,0.32051282051282054,0.07692307692307693,0.01282051282051282
